고유번호,구명,정원수,위도,경도
1251,완주군,29,35.77010112,127.2078603
1252,완주군,21,35.96234444,127.1217193
1253,완주군,23,35.96396658,127.1254809
1254,완주군,46,35.83745205,127.0531132
1255,완주군,60,35.82720329,127.0219656
1256,완주군,48,35.8397883,127.0554842
1257,완주군,124,35.83379876,127.0540179
1258,완주군,29,35.83271421,127.0163682
1259,완주군,44,35.82561817,127.0237718
1260,완주군,53,35.83663372,127.0541027
1261,완주군,38,35.93353751,127.1659007
1262,완주군,20,35.9615585,127.1260515
1263,완주군,16,35.77010112,127.2078603
1264,완주군,19,35.77010112,127.2078603
1265,완주군,20,35.9615585,127.1260515
1266,완주군,20,35.9615585,127.1260515
1267,완주군,20,35.96228409,127.1230138
1268,완주군,20,35.9615585,127.1260515
1269,완주군,17,35.82384397,127.0217529
1270,완주군,15,35.81913282,127.025812
1271,완주군,20,35.96228409,127.1230138
1272,완주군,19,35.96228409,127.1230138
1273,완주군,20,35.9615585,127.1260515
1274,완주군,20,35.96004162,127.121608
1275,완주군,20,35.96436776,127.1222157
1276,완주군,20,35.96436776,127.1222157
1277,완주군,20,35.96436776,127.1222157
1278,완주군,20,35.96004162,127.121608
1279,완주군,18,35.96004162,127.121608
1280,완주군,20,35.96423922,127.1216152
1281,완주군,20,35.96423922,127.1216152
1282,완주군,16,35.82384397,127.0217529
1283,완주군,20,35.96396658,127.1254809
1284,완주군,20,35.83745205,127.0531132
1285,완주군,20,35.83745205,127.0531132
1286,완주군,20,35.94513569,127.126444
1287,완주군,60,35.95521346,127.1483999
1288,진안군,99,35.79510705,127.4229223
1289,진안군,40,35.73349549,127.3712752
1290,진안군,35,35.74072797,127.313684
1291,진안군,60,35.7931043,127.4340921
1292,진안군,88,37.88559271,127.0509207
1293,진안군,74,35.79225527,127.4231074
1294,진안군,39,35.85159275,127.3417864
1295,무주군,61,36.00770666,127.7911206
1296,무주군,61,35.86385005,127.6522768
1297,무주군,77,36.00506757,127.6523219
1298,무주군,50,35.90309816,127.7870263
1299,무주군,49,36.01141619,127.655113
1300,무주군,90,36.00919904,127.6610893
1301,무주군,90,36.00989088,127.6637034
1302,무주군,77,36.0098794,127.6547904
1303,무주군,76,36.00830126,127.6587114
1304,장수군,125,35.73240039,127.5873164
1305,장수군,56,35.65264443,127.5159443
1306,장수군,99,37.4354457,126.7882615
1307,장수군,99,35.64537269,127.5190879
1308,장수군,30,35.58298795,127.3970577
1309,장수군,90,37.47232653,126.9328737
1310,장수군,20,35.73170436,127.5881829
1311,임실군,53,36.98626056,127.883543
1312,임실군,89,36.77946135,127.5820292
1313,임실군,99,36.9768108,127.9225546
1314,임실군,84,35.67537073,127.2683215
1315,임실군,82,37.82091512,126.9880272
1316,임실군,75,35.61120239,127.2812334
1317,임실군,64,35.61385488,127.2840017
1318,임실군,71,35.67502967,127.2717086
1319,임실군,39,35.61281546,127.2793981
1320,임실군,20,35.6155505,127.2878264
1321,임실군,39,36.45570838,127.1256946
1322,순창군,50,35.4413732,127.2426592
1323,순창군,39,35.50051451,127.005151
1324,순창군,39,35.44990175,127.0963058
1325,순창군,39,35.35360088,127.0743421
1326,순창군,55,35.42669138,126.9303149
1327,순창군,85,35.37649817,127.1351394
1328,순창군,82,35.37494475,127.1408127
1329,순창군,50,37.94651662,127.7076397
1330,순창군,65,35.37314687,127.140348
1331,순창군,50,37.89958939,127.5285535
1332,순창군,88,35.3804403,127.1479866
1333,순창군,72,35.35333912,127.1586183
1334,순창군,20,35.36122703,127.1859222
1335,고창군,45,36.15212442,127.379721
1336,고창군,99,35.43369304,126.7118028
1337,고창군,80,35.42033174,126.6825393
1338,고창군,124,35.4317448,126.6849407
1339,고창군,86,35.50579276,126.6958315
1340,고창군,98,35.45829078,126.5413586
1341,고창군,66,35.43193394,126.706751
1342,고창군,45,35.43251493,126.7008707
1343,고창군,49,35.37839663,126.5115065
1344,고창군,69,35.44062301,126.6992538
1345,고창군,45,35.34102885,126.5968499
1346,고창군,57,35.41758578,126.5655605
1347,고창군,39,35.44196411,126.6944948
1348,고창군,34,37.60008788,127.0400588
1349,고창군,77,35.4371465,126.7165555
1350,고창군,90,35.51676667,126.7001925
1351,고창군,45,35.34078599,126.5949494
1352,고창군,39,35.51873244,126.7002058
1353,고창군,35,35.43621983,126.7065461
1354,고창군,37,35.43879148,126.6931738
1355,고창군,15,35.43872865,126.7102068
1356,고창군,20,35.43691321,126.712693
1357,고창군,20,37.59984168,127.0399373
1358,고창군,20,35.43943945,126.6321734
1359,부안군,67,35.71525769,126.7437004
1360,부안군,55,35.71787247,126.8101176
1361,부안군,127,36.63482123,127.5029822
1362,부안군,38,35.71967959,126.7349124
1363,부안군,39,35.72225115,126.7305952
1364,부안군,85,35.71877867,126.7240458
1365,부안군,87,35.74024549,126.7358035
1366,부안군,22,35.72378967,126.7402493
1367,부안군,34,35.71822657,126.7534477
1368,부안군,30,35.70996753,126.6495421
1369,부안군,62,35.71048129,126.6587734
1370,부안군,32,35.71612241,126.738149
1371,부안군,36,35.59114764,126.6799406
1372,부안군,109,35.62593275,126.4732023
1373,부안군,39,35.76032468,126.6979778
1374,부안군,39,35.62517669,126.4750437
1375,부안군,45,37.46623299,126.6456203
1376,부안군,99,35.73328379,126.7476779
1377,부안군,83,36.98732642,126.8794114
1378,부안군,30,35.72066494,126.732708
1379,부안군,23,35.70565232,126.7881227
1380,부안군,39,35.72237969,126.7355603
1381,부안군,20,35.72884096,126.7325639
1382,부안군,20,35.58927369,126.6103065
1383,부안군,20,35.72204468,126.7415729
1384,부안군,31,35.73573288,126.7229229
