,도로명,위도,경도
125,전라북도 전주시 덕진구 권삼득로 390-0,35.8474947551604,127.121031157474
126,전라북도 전주시 덕진구 덕진광장로 1-7,35.8441346,127.1238957
127,전라북도 전주시 덕진구 들사평3길 16-2,35.8405904527534,127.122499668056
128,전라북도 전주시 덕진구 명륜2길 13-0,35.8417314222329,127.128644526962
129,전라북도 전주시 덕진구 기린대로 489-0,35.8427616178797,127.124393702237
130,전라북도 전주시 덕진구 기린대로 460-0,35.8414895299413,127.127285549112
131,전라북도 전주시 덕진구 들사평로 39-0,35.839864313232,127.123990377197
132,전라북도 전주시 덕진구 신복1길 46-0,35.8532733539713,127.106850706547
133,전라북도 전주시 덕진구 신복로 62-0,35.8563312389571,127.107640067708
134,전라북도 전주시 덕진구 신복3길 10-0,35.8537184388403,127.108110243778
135,전라북도 전주시 덕진구 팔복1길 6-0,35.8474667335251,127.104814955951
136,전라북도 전주시 덕진구 송천로 112-31,35.863097004612,127.117771744439
137,전라북도 전주시 덕진구 용소로 103-0,35.8639256363459,127.119486685581
138,전라북도 전주시 덕진구 솔내로 105-0,35.8594030668126,127.126345551464
139,전라북도 전주시 덕진구 송천4길 41-0,35.861690272018,127.11746021132
140,전라북도 전주시 덕진구 천마산로 100-0,35.8647714863503,127.13170630472
141,전라북도 전주시 덕진구 용소로 117-0,35.8638185596072,127.121204002239
142,전라북도 전주시 덕진구 솔내9길 25-0,35.8621686741062,127.124165937382
143,전라북도 전주시 덕진구 안전로 195-0,35.8413217975709,127.05794996611
144,전라북도 전주시 덕진구 쪽구름로 53-0,35.8704203150306,127.076116780669
145,전라북도 전주시 덕진구 기린대로 1018-12,35.8681747551632,127.075827632977
146,전라북도 전주시 덕진구 기린대로 1018-7,35.8684119777291,127.074656159508
147,전라북도 전주시 덕진구 호성로 19-0,35.8528088016682,127.151565623817
148,전라북도 전주시 덕진구 호성로 138-0,35.8636864675095,127.147820776413
149,전라북도 전주시 덕진구 호성로 80-0,35.8584989140128,127.149807390119
150,전라북도 전주시 덕진구 호성로 134-0,35.8634588107375,127.148186721976
151,전라북도 전주시 덕진구 소리로 191-1,35.8584854911148,127.152666829562
152,전라북도 전주시 덕진구 송천중앙로 192-0,35.8641541777455,127.122102671755
153,전라북도 전주시 덕진구 세병로 178-19,35.8803556763073,127.133658017684
154,전라북도 전주시 덕진구 솔내로 158-0,35.8642337495259,127.127150511572
155,전라북도 전주시 덕진구 전미로 37-8,35.8729561029285,127.113059516762
156,전라북도 전주시 덕진구 붓내3길 29-0,35.8693138266766,127.124498523451
157,전라북도 전주시 덕진구 세병로 138-0,35.8763360213095,127.136370182779
158,전라북도 전주시 덕진구 세병로 141-0,35.8764271544503,127.135479350718
159,전라북도 전주시 덕진구 천마산로 115-0,35.8651548862635,127.135349331576
160,전라북도 전주시 덕진구 세병로 178-4,35.8790272543343,127.133232425399
161,전라북도 전주시 덕진구 붓내2길 16-1,35.8649818966747,127.123505889259
162,전라북도 전주시 덕진구 호성로 170-0,35.8662934143636,127.145621571855
163,전라북도 전주시 덕진구 쪽구름로 120-0,35.874165037266,127.072145797154
164,전라북도 전주시 덕진구 용신길 1-0,35.8743111912146,127.061328996976
165,전라북도 전주시 덕진구 쪽구름로 109-0,35.8737578299719,127.073371576147
166,전라북도 전주시 덕진구 쪽구름로 111-0,35.8732141669993,127.072824167601
167,전라북도 전주시 덕진구 전미중앙로 117-0,35.8830005474852,127.109266233009
168,전라북도 전주시 완산구 모악산자락길 22-0,35.7674928861442,127.101535015527
169,전라북도 전주시 완산구 구이로 2011,35.7773008914703,127.128440344352
170,전라북도 전주시 완산구 평화3길 4-3,35.7832377036443,127.132844547424
171,전라북도 전주시 완산구 양지1길 16-3,35.7909275925748,127.118871016763
172,전라북도 전주시 완산구 모악로 4703-0,35.7893371375467,127.13042789589
173,전라북도 전주시 완산구 소대배기로 28 1층,35.7867672625131,127.13323059488
174,전라북도 전주시 완산구 양지2길 11-15,35.7928438471713,127.124843186506
175,전라북도 전주시 완산구 맏내로 28-0,35.7845374874075,127.127451414028
176,전라북도 전주시 완산구 구이로 2094-0,35.7832227922055,127.131981010755
177,전라북도 전주시 완산구 평화로 106-0,35.7860781585066,127.134442298222
178,전라북도 전주시 완산구 구이로 2094-0,35.7832227922055,127.131981010755
179,전라북도 전주시 완산구 평화13길 15-0,35.7905943889613,127.137477950376
180,전라북도 전주시 완산구 장승배기로 186,35.7954837372971,127.133243153299
181,전라북도 전주시 완산구 꽃밭정로 49,35.7982293659652,127.137862591988
182,전라북도 전주시 완산구 모악로 4746,35.7929159009291,127.132304673652
183,전라북도 전주시 완산구 덕적골2길 22-0,35.7966168304914,127.140196557937
184,전라북도 전주시 완산구 거마산로 3-0,35.7964591670955,127.121777539458
185,전라북도 전주시 완산구 거마산2길 21-4,35.796018643907,127.12264992079
186,전라북도 전주시 완산구 삼천천변1길 32-0,35.7939456759028,127.113344287763
187,전라북도 전주시 완산구 강변로 96-0,35.7998175056349,127.111214473813
188,전라북도 전주시 완산구 양지1길 15-11,35.7918520574471,127.120012436642
189,전라북도 전주시 완산구 삼천천변2길 39-0,35.796695419077,127.114594395816
190,전라북도 전주시 완산구 용리로 90-0,35.7984863754748,127.119626695058
191,전라북도 전주시 완산구 백제대로 58-0,35.7997485021856,127.129041676797
192,전라북도 전주시 완산구 거마중앙로 11-0,35.7966448224392,127.118077825489
193,전라북도 전주시 완산구 삼천천변3길 22-0,35.7978983287444,127.112019602921
194,전라북도 완주군 이서로 68-0,35.8202215590312,127.023986397104
195,전라북도 전주시 완산구 흑석로 21-1,35.8021969886626,127.150350805378
196,전라북도 전주시 완산구 서학로 19-0,35.8098505982376,127.151640184299
197,전라북도 전주시 완산구 장승배기로 378-4,35.804720685628,127.151083996295
198,전라북도 전주시 완산구 서학로 36-0,35.8094571405772,127.15339015191
199,전라북도 전주시 완산구 천경로 1-0,35.8066703473261,127.153038269295
200,전라북도 전주시 완산구 고덕산1길 14-0,35.7980559461358,127.178438615019
201,전라북도 전주시 완산구 춘향로 5277-0,35.8006628861847,127.17084262338
202,전라북도 전주시 완산구 매곡로 27 -17,35.8096080113394,127.144815758309
203,전라북도 전주시 완산구 용머리로 212 0,35.8077059644139,127.133223844827
204,전라북도 전주시 완산구 신봉로 48-0,35.8101975474396,127.12009303163
205,전라북도 전주시 완산구 안행로 112,35.8063201921669,127.13435027373
206,전라북도 전주시 완산구 안행로 116,35.8065275605531,127.134280366759
207,전라북도 전주시 완산구 신봉로 48 제일아파트상가,35.8101975474396,127.12009303163
208,전라북도 전주시 완산구 용머리로 103-18,35.8075944515971,127.12168754586
209,전라북도 전주시 완산구 효자천변1길 27,35.8004861572344,127.114190393034
210,전라북도 전주시 완산구 용머리로 9-13,35.806387588468,127.111055460273
211,전라북도 전주시 완산구 성지산3길 13-0,35.8053558730129,127.122155006898
212,전라북도 전주시 완산구 강변로 120-1,35.802074848628,127.114153613027
213,전라북도 전주시 완산구 거마평로 125-0,35.8041003397168,127.114634570697
214,전라북도 전주시 완산구 어진길 103-0,35.8166266839198,127.149008888167
215,전라북도 전주시 완산구 경기전길 120 0,35.814132451392,127.151026139153
216,전라북도 전주시 완산구 최명희길 7 0,35.8163298079091,127.153733338188
217,전라북도 전주시 완산구 기린대로 85-0,35.8170325433426,127.154067540846
218,전라북도 전주시 완산구 충경로 60,35.8180713393191,127.145753884446
219,전라북도 전주시 완산구 소태정로 1-0,35.8060435839491,127.097430445881
220,전라북도 전주시 완산구 우전2길 23-2,35.806499667579,127.107225381225
221,전라북도 전주시 완산구 우전2길 10-0,35.8052360003932,127.108038641783
222,전라북도 전주시 완산구 홍산남로 29-7,35.8160375308226,127.104988962191
223,전라북도 전주시 완산구 봉곡1길 36-2,35.813001483656,127.100846593244
224,전라북도 전주시 완산구 봉곡3길 38-0,35.8119308067763,127.10114243792
225,전라북도 전주시 완산구 구룡1길 15-0,35.8119102550438,127.103475739852
226,전라북도 전주시 완산구 우전2길 37-0,35.8076475068916,127.107133653473
227,전라북도 전주시 완산구 용호로 34-0,35.80742830677,127.100252375642
228,전라북도 전주시 완산구 서원로 354-0,35.8132319006814,127.132788044501
229,전라북도 전주시 완산구 전주객사5길 17 0,35.8189429334245,127.145468322971
230,전라북도 전주시 완산구 전주객사4길 24 -21,35.819392055398,127.144476876363
231,전라북도 전주시 완산구 전주객사5길 69,35.8211752743019,127.144563434504
232,전라북도 전주시 완산구 전주객사3길 27-0,35.8185267489394,127.142138911028
233,전라북도 전주시 완산구 전주객사4길 74-0,35.8209007762712,127.143262243727
234,전라북도 전주시 완산구 백제대로 26,35.8220077,127.1217869
235,전라북도 전주시 완산구 중산중앙로 16,35.8162753225547,127.119972940689
236,전북 전주시 완산구 메너머3길 35,35.8237261141026,127.118901530215
237,전라북도 전주시 완산구 서원로 280,35.8117252793145,127.125213194091
238,전라북도 전주시 완산구 산월2길 43-0,35.8139170197586,127.118400597925
239,전라북도 전주시 완산구 중산중앙로 36-0,35.8163923482348,127.122079625303
240,전라북도 전주시 완산구 효자로 320-0,35.8189567193645,127.120457226069
241,전라북도 전주시 완산구 화산천변로 55-0,35.8231141092245,127.115438976881
242,전라북도 전주시 완산구 서원로 270-0,35.8117798510499,127.123864382374
243,전라북도 전주시 완산구 중산로 43,35.8179037242838,127.120149451676
244,전라북도 전주시 완산구 태평3길 43 0,35.8240722229597,127.141890950186
245,전라북도 전주시 완산구 태평2길 12 0,35.8227618751317,127.140900626011
246,전라북도 전주시 완산구 공북로 77-0,35.8262331520325,127.140295768625
247,전라북도 전주시 완산구 태평2길 21-0,35.8237222845585,127.139563958575
248,전라북도 전주시 완산구 마당재4길 23-0,35.8229307589757,127.159381659288
249,전라북도 전주시 완산구 물왕멀로 71-0,35.8295158694737,127.151099107349
250,전라북도 전주시 완산구 인봉1길 48 -1,35.8243931692488,127.157858630975
251,전라북도 전주시 완산구 팔달로 262-9,35.8261266946543,127.144420688803
252,전라북도 전주시 완산구 기린대로 223-0,35.8263989021603,127.145667737772
253,전라북도 전주시 완산구 기린대로 161-18,35.8229193943213,127.149498045872
254,전라북도 전주시 완산구 노송광장로 37-0,35.8245198413441,127.146800055419
255,전라북도 전주시 완산구 서곡로 13-0,35.8323424231758,127.097250088118
256,전라북도 전주시 완산구 서곡7길 17,35.831774709843,127.100871337811
257,전라북도 전주시 완산구 황강서원로 12-0,35.8281363077941,127.098724278403
258,전라북도 전주시 완산구 배학3길 1-0,35.8197785746903,127.096828536413
259,전라북도 전주시 완산구 문학대3길 1-0,35.8266741496649,127.101697104231
260,전라북도 전주시 완산구 서곡로 77-0,35.8356985218537,127.101509395165
261,전라북도 전주시 완산구 척동9길 1-0,35.8246175262526,127.099808530651
262,전라북도 전주시 완산구 척동2길 3-0,35.8214446819971,127.100300096091
263,전라북도 전주시 완산구 농소2길 15-3,35.814283200756,127.098414013868
264,전라북도 전주시 완산구 서곡5길 16-0,35.8376753807744,127.101355407725
265,전라북도 전주시 완산구 전룡로 73-0,35.8280742384519,127.120621513183
266,전라북도 전주시 완산구 서신로 109 0,35.8351055402304,127.115625462922
267,전라북도 전주시 완산구 새터로 74 0,35.8352140762219,127.114280642813
268,전라북도 전주시 완산구 고사평8길 18 0,35.8366188635236,127.111986459467
269,전라북도 전주시 완산구 감나무4길 7-0,35.8314880960781,127.121981222799
270,전라북도 전주시 완산구 당산로 17-0,35.8326948119016,127.109710537311
271,전라북도 전주시 완산구 새터로 122-5,35.8351603446963,127.120210217152
272,전라북도 전주시 완산구 온고을로 1-0,35.8333102009299,127.122128334236
273,전라북도 전주시 완산구 전룡로 121-0,35.8291819607183,127.125908953659
274,전라북도 전주시 완산구 고사평3길 15-0,35.8363161272174,127.108252872509
275,전라북도 장수군 장수로 489 0,35.5322282042959,127.544048304872
276,전라북도 장수군 신평로 318 0,35.5329867926943,127.545690366063
277,전라북도 장수군 동강길 6-0,35.5329897582694,127.546050720173
278,전라북도 장수군 신덕길 9-4,35.5832095736147,127.395194574658
279,전라북도 장수군 비행로 8-0,35.5853882100516,127.393888223507
280,전라북도 장수군 비행로 28-1,35.5848010702637,127.395661600663
281,전라북도 장수군 산서면 비행로 24,35.584766486429,127.395269196549
282,전라북도 장수군 덕산로 18-0,0,0
283,전라북도 장수군 장천로 188-0,35.6489380751721,127.519226135537
284,전라북도 장수군 싸리재로 4-0,35.6491155875072,127.519235124104
285,전라북도 장수군 장천로 143-0,35.6451627358898,127.517464431462
286,전라북도 장수군 호비로 36-0,35.6491958763436,127.521408175932
287,전라북도 장수군 장천로 186 0,35.6487993572292,127.519061594841
288,전라북도 장수군 장수로 1886-0,35.6242182323001,127.506607814078
289,전라북도 장수군 장수로 3057-0,35.7016564543005,127.577375381814
290,X,-32.0967361,-63.7940923
291,전라북도 장수군 송탄로 36 0,35.7367902300471,127.533508896455
292,전라북도 장수군 한들로 145-0,35.7315595664463,127.587897452407
293,전라북도 장수군 한들로 81-0,35.7312345781502,127.581105862575
294,전라북도 장수군 장무로 235 0,35.7321370332509,127.583019809874
295,전라북도 장수군 성곡길 4-1,35.6837686715459,127.621629459254
296,전라북도 장수군 장무로 972-0,35.7859600352129,127.613444273694
297,전라북도 장수군 장무로 1345 0,35.8120174249809,127.629968245357
298,전라북도 임실군 오수로 178-0,35.540059996838,127.326856250077
299,전라북도 임실군 충효로 2044-0,35.5412406238697,127.329169619404
300,전라북도 임실군 오수로 178 0,35.540059996838,127.326856250077
301,전라북도 임실군 충효로 1299 0,35.5090045207163,127.275598335422
302,전라북도 임실군 호국로 68 0,35.5307329467115,127.165805315533
303,전라북도 임실군 갈담3길 18 0,35.5305551759815,127.163718730017
304,전라북도 임실군 호국로 7-0,35.5296687166939,127.160181718017
305,X,-32.0967361,-63.7940923
306,전라북도 임실군 봉황로 140-0,35.6131894621828,127.278673719624
307,전라북도 임실군 봉황로 313 0,35.6247238171733,127.291605547831
308,X,-32.0967361,-63.7940923
309,전라북도 임실군 봉황로 162 -2,35.6145643978562,127.280374391003
310,전라북도 임실군 운수로 17-0,35.6155372246042,127.283274486203
311,전라북도 임실군 임진로 213 0,35.6299185681114,127.333106358534
312,전라북도 임실군 석등슬치로 349 0,35.6552733534278,127.223660930957
313,전라북도 임실군 상운길 46-0,35.6648118,127.1541659
314,전라북도 임실군 구이로 6 0,35.609638480066,127.106610653881
315,전라북도 임실군 사선6길 10-0,35.674885987765,127.271034734316
316,전라북도 임실군 사선1길 27 0,35.674758122064,127.27078290135
317,전라북도 임실군 사선로 72 0,35.676665398517,127.268937926463
318,전라북도 임실군 사선1길 47 0,35.6763547938488,127.269794601863
319,X,-32.0967361,-63.7940923
320,전라북도 익산시 하맹길 186-0,36.0555878301278,127.000207546319
321,전라북도 익산시 진북로 278-0,36.0296947365534,127.008353057267
322,전라북도 익산시 황금로 516-0,36.0196096339677,126.983907609322
323,전라북도 익산시 춘포로 355-0,35.9022235681477,127.005761848043
324,전라북도 익산시 오산로 33-0,35.9410734752938,126.914420837928
325,전라북도 익산시   -,35.9482628600199,126.957744486694
326,전라북도 익산시   -,35.9482628600199,126.957744486694
327,전라북도 익산시 인북로 48-0,35.933527552713,126.951120629484
328,X,-32.0967361,-63.7940923
329,전라북도 익산시 평동로 661-0,35.9313488615297,126.952405965664
330,전라북도 익산시 평동로 610 0,35.9324363876428,126.946811708368
331,전라북도 익산시 인북로 40 0,35.9327389947521,126.950753761989
332,전라북도 익산시 평동로7길 15-0,35.9338105454735,126.947497519917
333,전라북도 익산시 번영로8길 223-0,35.9323730578868,126.941080407091
334,전라북도 익산시 중앙로 102-0,35.9376947293635,126.957791892278
335,전라북도 익산시 주현로 33 -4,35.9334406180377,126.955864619629
336,전라북도 익산시 인북로 93 0,35.9373873506362,126.952347932421
337,X,-32.0967361,-63.7940923
338,전라북도 익산시 약촌로 31-0,35.936901682265,126.977782126604
339,전라북도 익산시 익산대로 158-0,35.9402711923246,126.947486708577
340,X,-32.0967361,-63.7940923
341,전라북도 익산시 익산대로 188-0,35.9428016567184,126.948424092058
342,전라북도 익산시 익산대로16길 7-0,35.9407928719022,126.948201859991
343,전라북도 익산시 인북로 139-0,35.9415124535957,126.954028595064
344,전라북도 익산시 익산대로20길 31-0,35.9420216559514,126.95150994833
345,전라북도 익산시 중앙로5길 19-1,35.9408348937033,126.951050742638
346,전라북도 익산시 익산대로 204-0,35.9442037888282,126.94900903554
347,전라북도 익산시 중앙로5길 17-0,35.940963698218,126.950651908248
348,전라북도 익산시 익산대로 133 0,35.9382963114427,126.94629267684
349,전라북도 익산시 배산로 34-1,35.9402094439318,126.938010591044
350,전라북도 익산시 군익로 463-0,35.9432553371848,126.93673311287
351,전라북도 익산시 군익로 415-0,35.945284956683,126.931994609352
352,전라북도 익산시 중앙로15길 2-0,35.9387196411482,126.958101210459
353,전라북도 익산시 중앙로 139-0,35.9367961937788,126.961841991862
354,전라북도 익산시 주현로8길 57 0,35.9353437907624,126.961686989198
355,전라북도 익산시 서동로 125 -1,35.9353886146169,126.965040463189
356,전라북도 익산시 서동로 119 -1,35.9351020043984,126.964377007238
357,전라북도 익산시 서동로 161 0,35.9368441431674,126.968363679366
358,전라북도 익산시 서동로 99 0,35.934220516451,126.962369501683
359,전라북도 익산시 서동로5길 69 0,35.9357292426629,126.965206210054
360,전라북도 익산시 선화로1길 12-0,35.9508251154595,126.938251912262
361,전라북도 익산시 선화로23길 12-0,35.948665201528,126.946716929457
362,전라북도 익산시 고현로 96-0,35.9454582220546,126.943559230531
363,전라북도 익산시 배산로14길 5 0,35.9459395246065,126.939567542143
364,전라북도 익산시 고현로7길 4 0,35.9459609242843,126.943155105464
365,전라북도 익산시 고현로8길 1-0,35.9434884854799,126.942835357326
366,전라북도 익산시 선화로3길 39-1,35.9522646548111,126.940365447427
367,전라북도 익산시 선화로10길 17-0,35.9474707455399,126.946423129536
368,전라북도 익산시 선화로 120-0,0,0
369,전라북도 익산시 배산로 102-0,35.9468541117021,126.939760807078
370,전라북도 익산시 동서로 222-0,35.9532726902658,126.958551756197
371,전라북도 익산시 선화로47길 81-4,35.9510428792047,126.963383589849
372,전라북도 익산시 중앙로23길 1-0,35.9413557201162,126.957176294481
373,전라북도 익산시 인북로 290 -2,35.9542257750614,126.959676892985
374,전라북도 익산시 익산대로 219 0,35.9457462627868,126.949217741577
